video_path,label
FakeAVCeleb/RealVideo-RealAudio/African/men/id00076/00109.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00166/00010.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00173/00118.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00366/00118.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00391/00052.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00475/00099.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00476/00109.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00478/00206.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00518/00031.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00701/00092.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00761/00072.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00781/00092.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00830/00143.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00944/00135.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id00987/00160.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01036/00010.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01076/00005.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01170/00021.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01171/00053.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01179/00160.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01207/00320.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01236/00005.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01392/00167.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01452/00001.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01521/00109.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01528/00017.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01530/00002.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01544/00044.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01597/00005.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01598/00044.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01610/00090.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01637/00002.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01691/00045.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01717/00005.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01779/00010.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01835/00130.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01856/00006.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01920/00099.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01933/00028.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01972/00078.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id01995/00071.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id02005/00052.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id02040/00476.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id02051/00015.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id02268/00036.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id02296/00019.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id02316/00094.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id02342/00191.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id02494/00050.mp4,real
FakeAVCeleb/RealVideo-RealAudio/African/men/id04727/00007.mp4,real
FakeAVCeleb/FakeVideo-FakeAudio/African/men/id00076/00109_10_id00476_wavtolip.mp4,fake
FakeAVCeleb/FakeVideo-FakeAudio/African/men/id00076/00109_10_id01076_wavtolip.mp4,fake
FakeAVCeleb/FakeVideo-FakeAudio/African/men/id00076/00109_10_id01179_wavtolip.mp4,fake
FakeAVCeleb/FakeVideo-FakeAudio/African/men/id00076/00109_10_id02005_wavtolip.mp4,fake
FakeAVCeleb/FakeVideo-FakeAudio/African/men/id00076/00109_10_id02342_wavtolip.mp4,fake
FakeAVCeleb/FakeVideo-FakeAudio/African/men/id00076/00109_12_id00518_wavtolip.mp4,fake
FakeAVCeleb/FakeVideo-FakeAudio/African/men/id00076/00109_12_id00761_wavtolip.mp4,fake
FakeAVCeleb/FakeVideo-FakeAudio/African/men/id00076/00109_12_id00987_wavtolip.mp4,fake
FakeAVCeleb/FakeVideo-FakeAudio/African/men/id00076/00109_12_id01856_wavtolip.mp4,fake
FakeAVCeleb/FakeVideo-FakeAudio/African/men/id00076/00109_12_id02296_wavtolip.mp4,fake
FakeAVCeleb/FakeVideo-FakeAudio/African/men/id00076/00109_2_id00166_wavtolip.mp4,fake
